freq_hz,K,n_target,state,scenario,qfi,eps_min,n_actual,theta,split,method
56.2,0.2972403017767778,2.0,sqz_cat,loss_then_pn,10.762763354018164,0.3048162418972664,1.9999999999999836,0.0,0.5,fock(N=82)
56.2,0.2972403017767778,2.0,fock,lossless,19.9999999848,0.22360679783494958,2.0,,,fock(N=78)
56.2,0.2972403017767778,2.0,fock,loss_pre,13.53569377124277,0.2718064383666306,2.0,,,fock(N=78)
56.2,0.2972403017767778,2.0,fock,loss_conc,12.715682250168726,0.2804336770944982,2.0,,,fock(N=79)
56.2,0.2972403017767778,2.0,fock,loss_post,11.87372536133217,0.2902060755308399,2.0,,,fock(N=79)
56.2,0.2972403017767778,2.0,fock,loss_post_07,4.684305737113558,0.46203766828949777,2.0,,,fock(N=81)
56.2,0.2972403017767778,2.0,fock,pn_pre,19.9999999848,0.22360679783494958,2.0,,,fock(N=79)
56.2,0.2972403017767778,2.0,fock,pn_conc,19.674680799708923,0.22544787826701382,2.0,,,fock(N=79)
56.2,0.2972403017767778,2.0,fock,pn_post,19.997507474769602,0.2236207326921143,2.0,,,fock(N=79)
56.2,0.2972403017767778,2.0,fock,pn_then_loss,11.873725361354147,0.2902060755305713,2.0,,,fock(N=80)
56.2,0.2972403017767778,2.0,fock,loss_then_pn,12.97652221095644,0.2776008827367617,2.0,,,fock(N=80)
100.0,0.09085899474109728,2.0,coherent,lossless,4.0,0.5,2.0,,,gaussian
100.0,0.09085899474109728,2.0,coherent,loss_pre,4.0,0.5,2.0,,,gaussian
100.0,0.09085899474109728,2.0,coherent,loss_conc,3.794620166707642,0.5133526931592163,2.0,,,gaussian
100.0,0.09085899474109728,2.0,coherent,loss_post,3.5973272501615328,0.527242033321426,2.0,,,gaussian
100.0,0.09085899474109728,2.0,coherent,loss_post_07,2.7951542508395533,0.598132099884515,2.0,,,gaussian
100.0,0.09085899474109728,2.0,coherent,pn_pre,2.336375384537034,0.654227339675772,2.0000000000000013,,,fock(N=78)
100.0,0.09085899474109728,2.0,coherent,pn_conc,2.196333306405542,0.6747624030867223,2.0000000000000013,,,fock(N=78)
100.0,0.09085899474109728,2.0,coherent,pn_post,2.126758248610032,0.6857107168933414,2.0000000000000013,,,fock(N=78)
100.0,0.09085899474109728,2.0,coherent,pn_then_loss,2.1903616602004736,0.675681589118433,2.0000000000000013,,,fock(N=78)
100.0,0.09085899474109728,2.0,coherent,loss_then_pn,2.2184181082663073,0.6713953038508812,2.0000000000000013,,,fock(N=78)
100.0,0.09085899474109728,2.0,sqz_vac,lossless,39.59591794226543,0.1589186225978911,2.0,0.0,,gaussian
100.0,0.09085899474109728,2.0,sqz_vac,loss_pre,20.951352411650518,0.2184710867542198,2.0,0.0,,gaussian
100.0,0.09085899474109728,2.0,sqz_vac,loss_conc,19.862978703418804,0.22437672848422596,2.0,0.05235987755982989,,gaussian
100.0,0.09085899474109728,2.0,sqz_vac,loss_post,18.81718500771823,0.23052746393977275,2.0,0.08726646259971647,,gaussian
100.0,0.09085899474109728,2.0,sqz_vac,loss_post_07,7.5432795212559,0.3640993465095697,2.0,0.13962634015954636,,gaussian
100.0,0.09085899474109728,2.0,sqz_vac,pn_pre,36.04376131636592,0.16656545958378527,1.9999998957484726,0.0,,fock(N=79)
100.0,0.09085899474109728,2.0,sqz_vac,pn_conc,37.85112364025525,0.16254013338092613,1.9999998957484726,0.0,,fock(N=79)
100.0,0.09085899474109728,2.0,sqz_vac,pn_post,39.59401922927579,0.15892243298695394,1.9999998957484726,0.0,,fock(N=79)
100.0,0.09085899474109728,2.0,sqz_vac,pn_then_loss,9.172386958301729,0.33018612228280897,1.9999999311862524,0.0,,fock(N=81)
100.0,0.09085899474109728,2.0,sqz_vac,loss_then_pn,10.67240213541722,0.3061039328353339,1.9999999311862524,0.0,,fock(N=81)
100.0,0.09085899474109728,2.0,cat,lossless,36.522705062589324,0.1654697199634403,1.9999999999999982,,,fock(N=78)
100.0,0.09085899474109728,2.0,cat,loss_pre,17.073098331722353,0.2420158609446017,1.9999999999999982,,,fock(N=79)
